unique_code,keywords,category,belts,personal_injury,property_damage,commercial_license,commercial_vehicle,vehicle_type,year,make,model,color,charge,contributed_to_accident,gender,driver_state,dL_state,arrest_type,violation_type
Code_34812,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,HONDA,ODYSSEY,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34133,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1995,TOYOTA,CAMERY,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33506,window tint,window,No,No,No,No,No,02 - Automobile,2006,MERCEDES,4S,BLACK,61,No,M,GA,GA,Q - Marked Laser,1
Code_33317,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,TOYOTA,CAMRY,GOLD,64,No,M,MD,MD,A - Marked Patrol,1
Code_33058,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2005,JEEP,LIBERTY,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35443,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,HYUN,4S,BLUE DARK,64,No,F,MD,MD,A - Marked Patrol,1
Code_33118,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,HONDA,CIVIC,SILVER,64,No,F,MD,MD,Q - Marked Laser,1
Code_34251,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1998,MERC,C230,WHITE,65,No,M,MD,MD,A - Marked Patrol,1
Code_35072,window tint,window,No,No,No,No,No,02 - Automobile,2011,VW,JETTA,GRAY,61,No,M,MD,MD,A - Marked Patrol,1
Code_34259,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2009,HOND,4S,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_35343,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2012,HYUNDAI,SONATA,RED,65,No,M,MD,MD,A - Marked Patrol,1
Code_35439,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2007,CHRY,VN,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_32643,window tint,window,No,No,No,No,No,02 - Automobile,2008,AUDI,2DR,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_34872,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,BMW,TK,GRAY,64,No,M,WV,WV,A - Marked Patrol,1
Code_33543,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2009,HOND,4S,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35378,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,MERZ,4S,TAN,64,No,M,MD,MD,A - Marked Patrol,1
Code_34551,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,HONDA,2S,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34763,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,TOYOTA,4RUNNER,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34178,window tint,window,No,No,No,No,No,02 - Automobile,2010,TOYT,PRIUS,WHITE,61,No,M,MD,MD,A - Marked Patrol,1
Code_34425,window tint,window,No,No,No,No,No,02 - Automobile,2005,SCION,XB,WHITE,61,No,F,MD,MD,S - License Plate Recognition,1
Code_34787,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2012,HYUN,4S,GOLD,64,No,M,MD,MD,A - Marked Patrol,1
Code_32928,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,TOYOTA,TUNDRA,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_32812,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2003,TOYOTA,CAMRY,BLACK,65,No,M,MD,MD,A - Marked Patrol,1
Code_33291,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1993,TOYTOA,CAMRY,GOLD,64,No,M,MD,MD,A - Marked Patrol,1
Code_34713,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,JEEP,4X4,BLUE DARK,64,No,F,MD,MD,A - Marked Patrol,1
Code_32942,stop lights,stop lights,No,No,No,Yes,No,02 - Automobile,2001,TOYT,4S,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_35909,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1993,FORD,ESCORT,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35584,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2003,MITSUBISHI,GALANT,WHITE,65,No,M,MD,GA,A - Marked Patrol,1
Code_35040,clearance lamps,problem vehicle light,No,No,No,No,No,25 - Utility Trailer,2005,PREM,UTILITY,BLACK,87,No,M,MD,MD,A - Marked Patrol,1
Code_35113,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,CHEV,EXPRESS,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_35518,fenders flaps,problem vehicle,No,No,No,No,No,02 - Automobile,2013,SCION,TC,BLACK,76,No,M,MD,MD,A - Marked Patrol,1
Code_32806,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,1998,TOYOTA,COROLLA,TAN,64,No,F,MD,MD,A - Marked Patrol,1
Code_33786,window tint,window,No,No,No,No,No,06 - Heavy Duty Truck,2008,DODGE,RAM PU,WHITE,61,No,M,MD,MD,L - Motorcycle,1
Code_33581,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,CHRYSLER,CONCORDE,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34044,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2001,CHEVROLET,ASTRO,MAROON,65,No,M,MD,MD,A - Marked Patrol,1
Code_35711,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,CHEVY,CAVALIER,BEIGE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33119,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2008,HONDA,CRV,BLACK,65,No,M,MD,MD,A - Marked Patrol,1
Code_35734,rearview mirrors,problem vehicle,No,No,No,No,No,05 - Light Duty Truck,2003,FORD,RANGER,BLUE DARK,68,No,M,MD,MD,A - Marked Patrol,1
Code_34047,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,MITS,TK,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_33765,window tint,window,No,No,No,No,No,02 - Automobile,2015,HOND,4S,BLACK,61,No,M,MD,MD,B - Unmarked Patrol,1
Code_32769,window tint,window,Yes,No,No,No,No,02 - Automobile,2013,SCION,TC,SILVER,61,No,M,MD,MD,R - Unmarked Laser,1
Code_34868,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2006,STRN,4S,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_32529,window tint,window,No,No,No,No,No,02 - Automobile,2002,CADILLAC,ESCALADE EXT,BLACK,61,No,M,MD,MD,B - Unmarked Patrol,1
Code_35657,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,FORD,4S,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_35743,turn signals,careless driving,No,No,No,Yes,Yes,06 - Heavy Duty Truck,1998,PETERBUILT,DUMP TRUCK,GREEN,71,No,M,MD,MD,A - Marked Patrol,1
Code_34291,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1998,TOYOTA,COROLLA,BLUE,65,No,M,MD,MD,A - Marked Patrol,1
Code_34208,window tint,window,No,No,No,No,No,02 - Automobile,2015,HONDA,ACCORD,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_33193,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2012,TOYTOTA,HIGHLANDER,GRAY,64,No,F,MD,MD,Q - Marked Laser,1
Code_35546,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,MERZ,4S,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35599,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,MAZDA,MPV,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35806,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,CHEV,TK,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33719,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2011,TOYT,HIGHLANDER,SILVER,64,No,M,MD,IL,A - Marked Patrol,1
Code_33770,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2005,HOND,CRV,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34769,suspension shocks,problem vehicle,No,No,No,No,No,02 - Automobile,1995,ACURA,2DR,RED,59,No,M,MD,MD,A - Marked Patrol,1
Code_33268,window tint,window,No,No,No,No,No,02 - Automobile,2015,INFINITI,4S,BLACK,61,No,M,MD,MD,Q - Marked Laser,1
Code_33971,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2007,CHRYSLER,300,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34316,side marker lamp,problem vehicle light,No,No,No,No,No,05 - Light Duty Truck,2001,CHEV,3500,WHITE,80,No,M,MD,MD,A - Marked Patrol,1
Code_33381,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2009,KIA,RIO,ORANGE,64,No,F,MD,MD,A - Marked Patrol,1
Code_32696,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,1987,NISS,TK,BLUE LIGHT,64,No,F,MD,MD,A - Marked Patrol,1
Code_32604,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,SUBA,TK,RED,64,No,F,MD,MD,A - Marked Patrol,1
Code_34569,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,CHEVY,CONCORDE,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35420,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1993,CHEVROLET,1500,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35955,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,HYUN,4S,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_35273,window tint,window,No,No,No,No,No,02 - Automobile,2015,TOYOTA,COROLLA,SILVER,61,No,F,MD,MD,A - Marked Patrol,1
Code_34669,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,TOYT,4S,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_35253,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,HOND,2S,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33503,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,NISSAN,ALTIMA,BEIGE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34227,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,HYUN,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_33149,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,TOYOTA,COROLLA,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_34571,window tint,window,No,No,No,No,No,02 - Automobile,2005,FORD,CV,WHITE,61,No,M,MD,MD,A - Marked Patrol,1
Code_34091,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2002,TOYOTA,LE,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_35564,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,CHEV,COLORADO,BROWN,64,No,M,MD,MD,B - Unmarked Patrol,1
Code_33558,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,TOYT,CAMRY,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_33792,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2001,NISSAN,MAXIMA,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_34320,stop lights,stop lights,No,No,No,Yes,No,05 - Light Duty Truck,1994,CHEV,TK,GREEN,64,No,M,MD,MD,A - Marked Patrol,1
Code_32510,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2003,FORD,RANGER,BLUE DARK,64,No,M,MD,MD,A - Marked Patrol,1
Code_32591,window tint,window,No,No,No,No,No,02 - Automobile,2002,CHEVY,IMPALA,BLACK,61,No,F,MD,MD,G - Marked Moving Radar (Stationary),1
Code_33127,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,NISSAN,ALTIMA,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_32784,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2003,TOYT,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_33360,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2013,TOYT,4S,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_35251,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,LEXU,LX450,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33934,stop lights,stop lights,No,No,No,No,No,04 - Limousine,2009,BUIC,ENCLAVE,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_35262,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,PONT,4S,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_35447,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1992,TOYOTA,COROLLA,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_33562,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,HONDA,CRV,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35908,window tint,window,No,No,No,No,No,02 - Automobile,2014,MAZDA,6,WHITE,61,No,M,MD,MD,A - Marked Patrol,1
Code_34282,window tint,window,No,No,No,No,No,02 - Automobile,2008,NISSAN,ALTIMA,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_34984,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1993,VOLV,240 4D,GOLD,64,No,F,MD,MD,A - Marked Patrol,1
Code_32845,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,HOND,4S,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_34073,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,TOYT,CAMRY 4S,GREEN LGT,64,No,M,MD,MD,A - Marked Patrol,1
Code_33903,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2000,TOYT,CAMRY,WHITE,65,No,M,MD,MD,A - Marked Patrol,1
Code_34300,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,CHEV,VN,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_34092,window tint,window,No,No,No,No,No,02 - Automobile,2014,MASERATI,4DR,BLACK,61,No,F,MD,MD,A - Marked Patrol,1
Code_35236,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,CADI,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_34151,window tint,window,No,No,No,No,No,02 - Automobile,2013,NISSAN,ALTIMA,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_32690,vehicle brake system,problem vehicle,No,No,Yes,No,No,28 - Other,2000,CHEVROLET,1500,SILVER,50,No,M,MD,MD,A - Marked Patrol,1
Code_33458,window tint,window,No,No,No,No,No,02 - Automobile,2012,HONDA,CIVIC,BLUE,61,No,F,MD,MD,A - Marked Patrol,1
Code_34461,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,GMC,JIMMY,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35067,window tint,window,No,No,No,No,No,02 - Automobile,2013,DODGE,CHALLENGER,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_35083,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,HYUNDAI,SONATA,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33313,window tint,window,No,No,No,No,No,02 - Automobile,2010,TOYO,CAMRY,SILVER,61,No,F,MD,MD,A - Marked Patrol,1
Code_33818,window tint,window,No,No,No,No,No,02 - Automobile,2002,PONTIAC,4DR,GOLD,61,No,M,MD,MD,A - Marked Patrol,1
Code_35467,window tint,window,No,No,No,No,No,02 - Automobile,2008,TOYT,4S,GRAY,61,No,M,MD,MD,A - Marked Patrol,1
Code_33267,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2007,NISSAN,VERSA,SILVER,65,No,M,MD,MD,A - Marked Patrol,1
Code_33518,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2013,KIA,SOUL,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35161,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2004,TOYT,4S,SILVER,64,No,F,MD,MD,A - Marked Patrol,1
Code_33365,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1995,MERZ,4S,SILVER,65,No,F,MD,MD,A - Marked Patrol,1
Code_32708,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1998,IZUZU,AMIGO,GREEN,65,No,M,MD,MD,A - Marked Patrol,1
Code_34468,vehicle brake system,problem vehicle,No,No,No,No,No,02 - Automobile,2007,FORD,EXPEDITION,RED,50,No,M,MD,MD,A - Marked Patrol,1
Code_35427,window tint,window,No,No,No,No,No,02 - Automobile,2010,HONDA,ACCORD,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_34453,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2009,HYUN,4S,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_33257,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2004,CHEVROLET,EXPRESS,WHITE,64,No,M,VA,VA,A - Marked Patrol,1
Code_34509,turn signals,careless driving,No,No,No,No,No,25 - Utility Trailer,2004,SURE,TL,BLACK,71,No,M,MD,MD,A - Marked Patrol,1
Code_35535,window tint,window,No,No,No,No,No,02 - Automobile,2008,BMW,4S,BLACK,61,No,F,MD,MD,L - Motorcycle,1
Code_33856,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2005,INFINITI,G35,WHITE,65,No,M,MD,MD,B - Unmarked Patrol,1
Code_33753,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,ISU,SU,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34857,window tint,window,No,No,No,No,No,28 - Other,2010,NISS,TK,SILVER,61,No,F,MD,MD,B - Unmarked Patrol,1
Code_33167,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2014,JEEP,SU,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_33687,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,SCION,TC,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_33559,window tint,window,No,No,No,No,No,02 - Automobile,2015,TOYOTA,RAV4,RED,61,No,M,MD,MD,A - Marked Patrol,1
Code_35362,side marker lamp,problem vehicle light,No,No,No,No,No,02 - Automobile,1994,TOYT,4S,BLUE LIGHT,80,No,M,MD,MD,A - Marked Patrol,1
Code_35052,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2007,TOYT,TACOMA,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33060,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1995,NISSIAN,MAXIMA,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_34130,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,1998,AUDI,A6,BLUE DARK,65,No,M,MD,MD,A - Marked Patrol,1
Code_34858,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,TOYT,CAMRY LE,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33498,window tint,window,No,No,No,No,No,03 - Station Wagon,2007,HOND,TK,MAROON,61,No,F,MD,MD,A - Marked Patrol,1
Code_34392,window tint,window,No,No,No,No,No,02 - Automobile,2014,NISSAN,MAXIMA,GRAY,61,No,M,MD,MD,A - Marked Patrol,1
Code_34015,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2010,TOYOTA,PRIUS,WHITE,65,No,F,MD,MD,A - Marked Patrol,1
Code_33887,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,TOYT,SU,GOLD,64,No,F,MD,MD,A - Marked Patrol,1
Code_34315,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,CHEV,TAHOE,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_35385,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2000,CHRY,VN,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_35489,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2011,TOYOTA,YARIS,WHITE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35051,window tint,window,No,No,No,No,No,02 - Automobile,2006,ACURA,TL,GOLD,61,No,M,MD,MD,A - Marked Patrol,1
Code_34543,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1997,TOYT,4S,GREEN,64,No,F,MD,MD,A - Marked Patrol,1
Code_34218,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,MERZ,C300,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_33467,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,HOND,TK,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33075,exhaust system,problem vehicle,No,No,No,No,No,02 - Automobile,1994,ACURA,INTEGRA,WHITE,53,No,M,MD,MD,A - Marked Patrol,1
Code_34773,stop lights,stop lights,Yes,No,No,No,No,02 - Automobile,2011,HONDA,ACCORD,GRAY,64,No,F,MD,MD,E - Marked Stationary Radar,1
Code_32749,window tint,window,No,No,No,No,No,02 - Automobile,2017,DODG,2H,GRAY,61,No,F,MD,MD,B - Unmarked Patrol,1
Code_35666,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,MERCEDES,E430,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_33166,window tint,window,No,No,No,No,No,02 - Automobile,2014,TOYOTA,CAMRY,RED,61,No,M,MD,MD,B - Unmarked Patrol,1
Code_34732,window tint,window,No,No,No,No,No,02 - Automobile,2011,JAGU,4 DOOR,BLACK,61,No,M,MD,MD,A - Marked Patrol,1
Code_35331,tag lights,problem vehicle light,No,No,No,Yes,No,02 - Automobile,2008,CHEV,VN,WHITE,65,No,M,MD,MD,A - Marked Patrol,1
Code_34465,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2005,FORD,FOCUS 4DR,WHITE,65,No,F,MD,MD,A - Marked Patrol,1
Code_32943,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,1998,TOYT,TK,GREEN DK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35310,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2005,NISSAN,QUEST,GRAY,65,No,M,MD,MD,A - Marked Patrol,1
Code_33070,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,LEXUS,ES300,TAN,64,No,M,MD,MD,A - Marked Patrol,1
Code_35324,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,FORD,F350,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35798,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2005,MAZD,4S,BLUE,65,No,F,MD,MD,A - Marked Patrol,1
Code_33896,vehicle brake system,problem vehicle,No,No,No,No,No,28 - Other,2005,ISUZU,TRUCK,WHITE,50,No,M,MD,MD,A - Marked Patrol,1
Code_32489,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1998,TOYOTA,COROLLA,MAROON,64,No,M,MD,MD,A - Marked Patrol,1
Code_35816,exhaust system,problem vehicle,No,No,No,No,No,02 - Automobile,1997,HONDA,CIVIC,BLACK,53,No,M,MD,MD,Q - Marked Laser,1
Code_34844,speedometer odometer,problem vehicle,No,No,No,No,No,02 - Automobile,2004,ACURA,TL,GOLD,77,No,M,MD,MD,Q - Marked Laser,1
Code_32723,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,NISSAN,MAIMA,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_33781,tag lights,problem vehicle light,No,No,No,No,No,02 - Automobile,2007,TOYOTA,4S,BLUE,65,No,F,MD,MD,A - Marked Patrol,1
Code_35333,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,HONDA,CIVIC,BLACK,64,No,M,MD,MD,A - Marked Patrol,1
Code_35668,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,BMW,SUV,SILVER,64,No,M,MD,MD,A - Marked Patrol,1
Code_34886,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,HOND,ODYSSEY,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_34654,hazard warning lamp,problem vehicle light,No,No,No,No,No,25 - Utility Trailer,2005,PREM,TL,BLACK,78,No,M,MD,MD,A - Marked Patrol,1
Code_35039,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2013,SUBA,FORESTER,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_33293,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2014,TOYOTA,RAV4,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_34290,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2006,TOYOTA,CAMRY,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_32739,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,VOLK,JETTA 4D,BLACK,64,No,F,MD,MD,A - Marked Patrol,1
Code_35299,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2010,CHEV,4S,BLACK,64,No,F,GA,GA,A - Marked Patrol,1
Code_35282,suspension shocks,problem vehicle,No,No,No,No,No,02 - Automobile,2003,SUBARU,4D,BLUE LIGHT,59,No,M,MD,MD,A - Marked Patrol,1
Code_35153,window tint,window,No,No,No,No,No,02 - Automobile,1998,MERCEDEZ,4DR,BLACK,61,No,F,MD,MD,A - Marked Patrol,1
Code_32780,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,FORD,E250,WHITE,64,No,M,MD,MD,A - Marked Patrol,1
Code_33709,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,CHRY,VN,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_33057,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2002,ISUZU,RODEO,MAROON,64,No,F,MD,MD,A - Marked Patrol,1
Code_33994,stop lights,stop lights,No,No,No,No,No,05 - Light Duty Truck,2004,CHEV,SILVRADO,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_35768,stop lights,stop lights,No,No,No,No,No,28 - Other,2001,CHRY,VN,BLUE,64,No,F,MD,MD,A - Marked Patrol,1
Code_35632,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,SUZUKI,XL7,RED,64,No,M,MD,SC,A - Marked Patrol,1
Code_34326,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2014,TOYOTA,COROLLA,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
Code_34470,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,TOYOTA,COROLLA,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_33110,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2008,SATURN,VUE,BLUE,64,No,M,MD,MD,A - Marked Patrol,1
Code_32544,tag lights,problem vehicle light,Yes,No,No,No,No,02 - Automobile,1997,DODGE,CARAVAN,BEIGE,65,No,M,MD,MD,A - Marked Patrol,1
Code_35692,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2001,JEEP,TK,RED,64,No,M,MD,MD,A - Marked Patrol,1
Code_34577,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2005,CHEVROLET,MALIBU,GRAY,64,No,F,MD,MD,A - Marked Patrol,1
Code_33978,tag lights,problem vehicle light,No,No,No,Yes,No,06 - Heavy Duty Truck,2003,MACK,DUMP,WHITE,65,No,M,MD,MD,A - Marked Patrol,1
Code_32958,stop lights,stop lights,No,No,No,No,No,02 - Automobile,1999,TOYT,4S,TAN,64,No,F,MD,MD,A - Marked Patrol,1
Code_35868,stop lights,stop lights,No,No,No,No,No,02 - Automobile,2003,CHRY,CONCORD,GRAY,64,No,M,MD,MD,A - Marked Patrol,1
